Date,Location,New Cases,New Deaths,New Recovered,Island,Area (km2),Population,Population Density,New Cases per Million,Total Cases per Million,New Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
10/21/2020,Papua,0,0,0,Papua,319036,4340348,13.6,0,1927.96,0,0.0147,0.5437,0,0
10/21/2020,Papua Barat,35,6,46,Papua,102955,1140701,11.08,30.68,3233.1,5.26,0.0155,0.7299,2.06,3
10/21/2020,Riau,315,9,307,Sumatera,87024,6074100,69.8,51.86,2028.78,1.48,0.0226,0.6847,1.86,4.5
10/21/2020,Sulawesi Barat,4,0,10,Sulawesi,16787,1559984,92.93,2.56,622.44,0,0.0124,0.7559,0.27,1
10/21/2020,Sulawesi Selatan,114,0,187,Sulawesi,46717,9426885,201.78,12.09,1871.88,0,0.0251,0.8656,1.3,1
10/21/2020,Sulawesi Tengah,36,2,17,Sulawesi,61841,2955567,47.79,12.18,257.82,0.68,0.0394,0.6286,0.92,2
10/21/2020,Sulawesi Tenggara,80,0,65,Sulawesi,38068,2635461,69.23,30.36,1662.33,0,0.0167,0.6798,3.08,1
10/21/2020,Sulawesi Utara,27,2,24,Sulawesi,13892,2641884,190.17,10.22,1920.98,0.76,0.038,0.8402,1.23,1
10/21/2020,Sumatera Barat,279,7,268,Sumatera,42013,5519245,131.37,50.55,2111.16,1.27,0.019,0.5515,1.64,2.33
10/21/2020,Sumatera Selatan,99,3,32,Sumatera,91592,8217551,89.72,12.05,891.75,0.37,0.0543,0.7555,2.11,1.5
10/21/2020,Sumatera Utara,87,3,80,Sumatera,72981,14874889,203.82,5.85,820.98,0.2,0.0418,0.8106,0.97,0.75
10/22/2020,Aceh,102,3,0,Sumatera,57956,5247257,90.54,19.44,1323.93,0.57,0.0363,0.7176,1.28,1
10/22/2020,Bali,83,2,26,Nusa Tenggara,5780,4216171,729.43,19.69,2637.7,0.47,0.0095,0.1919,0.95,
10/22/2020,Banten,220,2,124,Jawa,9663,10722374,1109.64,20.52,773.99,0.19,0.0306,0.8932,1.29,0.4
10/22/2020,Bengkulu,11,1,20,Sumatera,19919,1999539,100.38,5.5,464.11,0.5,0.0496,0.805,5.5,
10/22/2020,DKI Jakarta,989,16,1157,Jawa,664,10846145,16334.31,91.18,9054.55,1.48,0.0216,0.8504,0.99,0.76
10/22/2020,Daerah Istimewa Yogyakarta,45,0,19,Jawa,3133,3631015,1158.9,12.39,945.74,0,0.0256,0.8093,1.36,0
10/22/2020,Gorontalo,3,0,13,Sulawesi,11257,1180651,104.88,2.54,2518.95,0,0.0269,0.9459,1,0
10/22/2020,Jambi,19,0,39,Sumatera,50058,3493357,69.79,5.44,305.72,0,0.0206,0.3961,0.86,1
10/22/2020,Jawa Barat,761,7,215,Jawa,35378,45161325,1276.55,16.85,767.09,0.15,0.0203,0.6665,1.27,0.58
10/22/2020,Jawa Tengah,510,11,365,Jawa,32801,36364072,1108.64,14.02,927.95,0.3,0.058,0.8155,1.36,0.85
10/22/2020,Jawa Timur,272,21,380,Jawa,47803,40479023,846.78,6.72,1238.84,0.52,0.0804,0.9154,0.82,1.24
10/22/2020,Kalimantan Barat,46,0,12,Kalimantan,147307,5422814,36.81,8.48,276.06,0,0.0067,0.8464,,1
10/22/2020,Kalimantan Selatan,28,3,42,Kalimantan,38744,4023049,103.84,6.96,2868.22,0.75,0.04,0.8836,1.47,1
10/22/2020,Kalimantan Tengah,0,0,0,Kalimantan,153565,2570289,16.74,0,1619.27,0,0.0348,0.8599,0,1
10/22/2020,Kalimantan Timur,259,8,185,Kalimantan,129067,3552191,27.52,72.91,3512.76,2.25,0.0366,0.7444,1.42,1.33
10/22/2020,Kalimantan Utara,17,0,5,Kalimantan,75468,648407,8.59,26.22,1159.77,0,0.0093,0.8418,0.85,0
10/22/2020,Kepulauan Bangka Belitung,6,0,7,Sumatera,16424,1379767,84.01,4.35,394.99,0,0.0128,0.8606,0.4,1
10/22/2020,Kepulauan Riau,0,0,0,Sumatera,8202,1929400,235.24,0,1561.11,0,0.0246,0.7786,0,0
10/22/2020,Lampung,40,2,23,Sumatera,34624,9095591,262.7,4.4,160.52,0.22,0.039,0.6418,0.91,2
10/22/2020,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,1962,0,0.0124,0.7831,0,0
10/22/2020,Maluku Utara,28,0,0,Maluku,31983,1307803,40.89,21.41,1666.92,0,0.0339,0.8844,2.8,1
10/22/2020,Nusa Tenggara Barat,25,1,42,Nusa Tenggara,18572,5270247,283.77,4.74,722.93,0.19,0.0564,0.8073,0.78,1
10/22/2020,Nusa Tenggara Timur,10,0,6,Nusa Tenggara,48718,5411321,111.07,1.85,113.65,0,0.0114,0.6862,0.77,1
10/22/2020,Papua,95,0,0,Papua,319036,4340348,13.6,21.89,1949.84,0,0.0145,0.5376,,1
10/22/2020,Papua Barat,73,0,16,Papua,102955,1140701,11.08,64,3297.1,0,0.0152,0.72,2.09,0
10/22/2020,Riau,282,6,172,Sumatera,87024,6074100,69.8,46.43,2075.2,0.99,0.0225,0.6831,0.9,0.67
10/22/2020,Sulawesi Barat,0,0,8,Sulawesi,16787,1559984,92.93,0,622.44,0,0.0124,0.7642,0,1
10/22/2020,Sulawesi Selatan,73,0,101,Sulawesi,46717,9426885,201.78,7.74,1879.62,0,0.025,0.8678,0.64,1
10/22/2020,Sulawesi Tengah,13,0,15,Sulawesi,61841,2955567,47.79,4.4,262.22,0,0.0387,0.6374,0.36,0
10/22/2020,Sulawesi Tenggara,90,2,100,Sulawesi,38068,2635461,69.23,34.15,1696.48,0.76,0.0168,0.6884,1.13,
10/22/2020,Sulawesi Utara,13,2,26,Sulawesi,13892,2641884,190.17,4.92,1925.9,0.76,0.0383,0.8432,0.48,1
10/22/2020,Sumatera Barat,222,3,114,Sumatera,42013,5519245,131.37,40.22,2151.38,0.54,0.0189,0.5508,0.8,0.43
10/22/2020,Sumatera Selatan,34,1,80,Sumatera,91592,8217551,89.72,4.14,895.89,0.12,0.0542,0.7628,0.34,0.33
10/22/2020,Sumatera Utara,83,3,82,Sumatera,72981,14874889,203.82,5.58,826.56,0.2,0.0417,0.8118,0.95,1
10/23/2020,Aceh,90,4,3,Sumatera,57956,5247257,90.54,17.15,1341.08,0.76,0.0364,0.7088,0.88,1.33
10/23/2020,Bali,78,2,17,Nusa Tenggara,5780,4216171,729.43,18.5,2656.2,0.47,0.0096,0.1921,0.94,1
10/23/2020,Banten,145,3,74,Jawa,9663,10722374,1109.64,13.52,787.51,0.28,0.0304,0.8867,0.66,1.5
10/23/2020,Bengkulu,33,0,13,Sumatera,19919,1999539,100.38,16.5,480.61,0,0.0479,0.7908,3,0
10/23/2020,DKI Jakarta,952,21,1093,Jawa,664,10846145,16334.31,87.77,9142.33,1.94,0.0216,0.8533,0.96,1.31
10/23/2020,Daerah Istimewa Yogyakarta,28,0,25,Jawa,3133,3631015,1158.9,7.71,953.45,0,0.0254,0.8099,0.62,1
10/23/2020,Gorontalo,0,0,0,Sulawesi,11257,1180651,104.88,0,2518.95,0,0.0269,0.9459,0,1
10/23/2020,Jambi,24,0,6,Sumatera,50058,3493357,69.79,6.87,312.59,0,0.0201,0.3929,1.26,1
10/23/2020,Jawa Barat,505,2,341,Jawa,35378,45161325,1276.55,11.18,778.28,0.04,0.02,0.6666,0.66,0.29
10/23/2020,Jawa Tengah,571,14,465,Jawa,32801,36364072,1108.64,15.7,943.65,0.38,0.0575,0.8155,1.12,1.27
10/23/2020,Jawa Timur,282,22,376,Jawa,47803,40479023,846.78,6.97,1245.81,0.54,0.0804,0.9177,1.04,1.05
10/23/2020,Kalimantan Barat,31,0,15,Kalimantan,147307,5422814,36.81,5.72,281.77,0,0.0065,0.839,0.67,1
10/23/2020,Kalimantan Selatan,48,3,80,Kalimantan,38744,4023049,103.84,11.93,2880.15,0.75,0.0401,0.8869,1.71,1
10/23/2020,Kalimantan Tengah,51,2,55,Kalimantan,153565,2570289,16.74,19.84,1639.12,0.78,0.0349,0.8626,,
10/23/2020,Kalimantan Timur,223,2,236,Kalimantan,129067,3552191,27.52,62.78,3575.54,0.56,0.0361,0.7499,0.86,0.25
10/23/2020,Kalimantan Utara,9,0,12,Kalimantan,75468,648407,8.59,13.88,1173.65,0,0.0092,0.8476,0.53,1
10/23/2020,Kepulauan Bangka Belitung,0,0,3,Sumatera,16424,1379767,84.01,0,394.99,0,0.0128,0.8661,0,1
10/23/2020,Kepulauan Riau,114,7,26,Sumatera,8202,1929400,235.24,59.09,1620.19,3.63,0.0259,0.7585,,
10/23/2020,Lampung,62,2,4,Sumatera,34624,9095591,262.7,6.82,167.33,0.22,0.0388,0.6183,1.55,1
10/23/2020,Maluku,26,0,49,Maluku,46914,1847097,39.37,14.08,1976.07,0,0.0123,0.791,,1
10/23/2020,Maluku Utara,7,0,0,Maluku,31983,1307803,40.89,5.35,1672.27,0,0.0338,0.8816,0.25,1
10/23/2020,Nusa Tenggara Barat,20,1,27,Nusa Tenggara,18572,5270247,283.77,3.79,726.72,0.19,0.0564,0.8102,0.8,1
10/23/2020,Nusa Tenggara Timur,19,0,12,Nusa Tenggara,48718,5411321,111.07,3.51,117.16,0,0.011,0.6845,1.9,1
10/23/2020,Papua,49,1,0,Papua,319036,4340348,13.6,11.29,1961.13,0.23,0.0146,0.5345,0.52,
10/23/2020,Papua Barat,97,2,38,Papua,102955,1140701,11.08,85.04,3382.13,1.75,0.0153,0.7118,1.33,
10/23/2020,Riau,275,6,254,Sumatera,87024,6074100,69.8,45.27,2120.48,0.99,0.0225,0.6882,0.98,1
10/23/2020,Sulawesi Barat,0,0,2,Sulawesi,16787,1559984,92.93,0,622.44,0,0.0124,0.7662,1,1
10/23/2020,Sulawesi Selatan,60,2,87,Sulawesi,46717,9426885,201.78,6.36,1885.99,0.21,0.025,0.8697,0.82,
10/23/2020,Sulawesi Tengah,12,1,18,Sulawesi,61841,2955567,47.79,4.06,266.28,0.34,0.0394,0.6506,0.92,
10/23/2020,Sulawesi Tenggara,77,1,74,Sulawesi,38068,2635461,69.23,29.22,1725.69,0.38,0.0167,0.6931,0.86,0.5
10/23/2020,Sulawesi Utara,45,0,28,Sulawesi,13892,2641884,190.17,17.03,1942.93,0,0.038,0.8412,3.46,0
10/23/2020,Sumatera Barat,257,7,523,Sumatera,42013,5519245,131.37,46.56,2197.95,1.27,0.019,0.5822,1.16,2.33
10/23/2020,Sumatera Selatan,73,8,62,Sumatera,91592,8217551,89.72,8.88,904.77,0.97,0.0547,0.7637,2.15,8
10/23/2020,Sumatera Utara,91,1,72,Sumatera,72981,14874889,203.82,6.12,832.68,0.07,0.0415,0.8116,1.1,0.33
10/24/2020,Aceh,88,5,0,Sumatera,57956,5247257,90.54,16.77,1357.85,0.95,0.0366,0.7001,0.98,1.25
10/24/2020,Bali,76,2,22,Nusa Tenggara,5780,4216171,729.43,18.03,2674.23,0.47,0.0098,0.1927,0.97,1
10/24/2020,Banten,102,3,123,Jawa,9663,10722374,1109.64,9.51,797.02,0.28,0.0304,0.8905,0.7,1
10/24/2020,Bengkulu,8,1,0,Sumatera,19919,1999539,100.38,4,484.61,0.5,0.0485,0.7843,0.24,
10/24/2020,DKI Jakarta,1062,20,1157,Jawa,664,10846145,16334.31,97.91,9240.24,1.84,0.0216,0.8558,1.12,0.95
10/24/2020,Daerah Istimewa Yogyakarta,44,0,36,Jawa,3133,3631015,1158.9,12.12,965.57,0,0.0251,0.81,1.57,1
10/24/2020,Gorontalo,7,0,2,Sulawesi,11257,1180651,104.88,5.93,2524.88,0,0.0268,0.9443,,1
10/24/2020,Jambi,26,0,22,Sumatera,50058,3493357,69.79,7.44,320.04,0,0.0197,0.4034,1.08,1
10/24/2020,Jawa Barat,402,4,612,Jawa,35378,45161325,1276.55,8.9,787.18,0.09,0.0199,0.6763,0.8,2
10/24/2020,Jawa Tengah,285,20,423,Jawa,32801,36364072,1108.64,7.84,951.49,0.55,0.0576,0.821,0.5,1.43
10/24/2020,Jawa Timur,292,18,349,Jawa,47803,40479023,846.78,7.21,1253.02,0.44,0.0803,0.9193,1.04,0.82
10/24/2020,Kalimantan Barat,36,0,6,Kalimantan,147307,5422814,36.81,6.64,288.41,0,0.0064,0.8235,1.16,1
10/24/2020,Kalimantan Selatan,46,3,99,Kalimantan,38744,4023049,103.84,11.43,2891.59,0.75,0.0402,0.8919,0.96,1
10/24/2020,Kalimantan Tengah,20,1,52,Kalimantan,153565,2570289,16.74,7.78,1646.9,0.39,0.035,0.8708,0.39,0.5
10/24/2020,Kalimantan Timur,242,2,172,Kalimantan,129067,3552191,27.52,68.13,3643.67,0.56,0.0356,0.7491,1.09,1
10/24/2020,Kalimantan Utara,5,0,9,Kalimantan,75468,648407,8.59,7.71,1181.36,0,0.0091,0.8538,0.56,1
10/24/2020,Kepulauan Bangka Belitung,5,0,2,Sumatera,16424,1379767,84.01,3.62,398.62,0,0.0127,0.8618,,1
10/24/2020,Kepulauan Riau,81,6,34,Sumatera,8202,1929400,235.24,41.98,1662.17,3.11,0.0271,0.7499,0.71,0.86
10/24/2020,Lampung,29,3,0,Sumatera,34624,9095591,262.7,3.19,170.52,0.33,0.04,0.6067,0.47,1.5
10/24/2020,Maluku,68,1,42,Maluku,46914,1847097,39.37,36.81,2012.89,0.54,0.0124,0.7878,2.62,
10/24/2020,Maluku Utara,1,0,0,Maluku,31983,1307803,40.89,0.76,1673.03,0,0.0338,0.8812,0.14,1
10/24/2020,Nusa Tenggara Barat,6,1,14,Nusa Tenggara,18572,5270247,283.77,1.14,727.86,0.19,0.0566,0.8126,0.3,1
10/24/2020,Nusa Tenggara Timur,15,0,9,Nusa Tenggara,48718,5411321,111.07,2.77,119.93,0,0.0108,0.6826,0.79,1
10/24/2020,Papua,57,0,0,Papua,319036,4340348,13.6,13.13,1974.27,0,0.0145,0.531,1.16,0
10/24/2020,Papua Barat,21,2,90,Papua,102955,1140701,11.08,18.41,3400.54,1.75,0.0157,0.7311,0.22,1
10/24/2020,Riau,379,9,277,Sumatera,87024,6074100,69.8,62.4,2182.87,1.48,0.0226,0.6894,1.38,1.5
10/24/2020,Sulawesi Barat,7,0,19,Sulawesi,16787,1559984,92.93,4.49,626.93,0,0.0123,0.7802,,1
10/24/2020,Sulawesi Selatan,73,0,57,Sulawesi,46717,9426885,201.78,7.74,1893.73,0,0.0249,0.8694,1.22,0
10/24/2020,Sulawesi Tengah,12,2,7,Sulawesi,61841,2955567,47.79,4.06,270.34,0.68,0.0413,0.6496,1,2
10/24/2020,Sulawesi Tenggara,72,1,104,Sulawesi,38068,2635461,69.23,27.32,1753.01,0.38,0.0167,0.7048,0.94,1
10/24/2020,Sulawesi Utara,44,1,29,Sulawesi,13892,2641884,190.17,16.65,1959.59,0.38,0.0379,0.8397,0.98,
10/24/2020,Sumatera Barat,296,0,203,Sumatera,42013,5519245,131.37,53.63,2251.58,0,0.0186,0.5847,1.15,0
10/24/2020,Sumatera Selatan,65,1,40,Sumatera,91592,8217551,89.72,7.91,912.68,0.12,0.0544,0.7624,0.89,0.13
10/24/2020,Sumatera Utara,84,0,78,Sumatera,72981,14874889,203.82,5.65,838.33,0,0.0412,0.8124,0.92,0
10/25/2020,Aceh,87,2,0,Sumatera,57956,5247257,90.54,16.58,1374.43,0.38,0.0365,0.6916,0.99,0.4
10/25/2020,Bali,109,0,18,Nusa Tenggara,5780,4216171,729.43,25.85,2700.08,0,0.0097,0.1925,1.43,0
10/25/2020,Banten,226,4,126,Jawa,9663,10722374,1109.64,21.08,818.1,0.37,0.0301,0.8819,2.22,1.33
10/25/2020,Bengkulu,26,1,8,Sumatera,19919,1999539,100.38,13,497.61,0.5,0.0482,0.7719,3.25,1
10/25/2020,DKI Jakarta,771,18,1231,Jawa,664,10846145,16334.31,71.09,9311.33,1.66,0.0216,0.8614,0.73,0.9
10/25/2020,Daerah Istimewa Yogyakarta,44,0,68,Jawa,3133,3631015,1158.9,12.12,977.69,0,0.0248,0.8192,1,1
10/25/2020,Gorontalo,19,4,18,Sulawesi,11257,1180651,104.88,16.09,2540.97,3.39,0.028,0.9443,2.71,
10/25/2020,Jambi,22,0,54,Sumatera,50058,3493357,69.79,6.3,326.33,0,0.0193,0.443,0.85,1
10/25/2020,Jawa Barat,398,3,434,Jawa,35378,45161325,1276.55,8.81,795.99,0.07,0.0198,0.6809,0.99,0.75
10/25/2020,Jawa Tengah,356,8,367,Jawa,32801,36364072,1108.64,9.79,961.28,0.22,0.0572,0.8231,1.25,0.4
10/25/2020,Jawa Timur,246,18,269,Jawa,47803,40479023,846.78,6.08,1259.1,0.44,0.0802,0.9201,0.84,1
10/25/2020,Kalimantan Barat,0,0,0,Kalimantan,147307,5422814,36.81,0,288.41,0,0.0064,0.8235,0,1
10/25/2020,Kalimantan Selatan,19,3,52,Kalimantan,38744,4023049,103.84,4.72,2896.31,0.75,0.0404,0.8949,0.41,1
10/25/2020,Kalimantan Tengah,18,0,26,Kalimantan,153565,2570289,16.74,7,1653.9,0,0.0348,0.8732,0.9,0
10/25/2020,Kalimantan Timur,175,3,153,Kalimantan,129067,3552191,27.52,49.27,3692.93,0.84,0.0354,0.7508,0.72,1.5
10/25/2020,Kalimantan Utara,14,0,8,Kalimantan,75468,648407,8.59,21.59,1202.95,0,0.009,0.8487,2.8,1
10/25/2020,Kepulauan Bangka Belitung,4,0,2,Sumatera,16424,1379767,84.01,2.9,401.52,0,0.0126,0.8592,0.8,1
10/25/2020,Kepulauan Riau,155,1,52,Sumatera,8202,1929400,235.24,80.34,1742.51,0.52,0.0262,0.7308,1.91,0.17
10/25/2020,Lampung,50,0,2,Sumatera,34624,9095591,262.7,5.5,176.02,0,0.0387,0.589,1.72,0
10/25/2020,Maluku,21,0,98,Maluku,46914,1847097,39.37,11.37,2024.26,0,0.0123,0.8096,0.31,0
10/25/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,1673.03,0,0.0338,0.8812,0,1
10/25/2020,Nusa Tenggara Barat,22,2,16,Nusa Tenggara,18572,5270247,283.77,4.17,732.03,0.38,0.0568,0.8121,3.67,2
10/25/2020,Nusa Tenggara Timur,3,0,0,Nusa Tenggara,48718,5411321,111.07,0.55,120.49,0,0.0107,0.6794,0.2,1
10/25/2020,Papua,49,0,0,Papua,319036,4340348,13.6,11.29,1985.56,0,0.0144,0.528,0.86,1
10/25/2020,Papua Barat,6,0,240,Papua,102955,1140701,11.08,5.26,3405.8,0,0.0157,0.7918,0.29,0
10/25/2020,Riau,288,3,541,Sumatera,87024,6074100,69.8,47.41,2230.29,0.49,0.0223,0.7147,0.76,0.33
10/25/2020,Sulawesi Barat,9,0,21,Sulawesi,16787,1559984,92.93,5.77,632.7,0,0.0122,0.7943,1.29,1
10/25/2020,Sulawesi Selatan,46,4,96,Sulawesi,46717,9426885,201.78,4.88,1898.61,0.42,0.0251,0.8725,0.63,
10/25/2020,Sulawesi Tengah,18,0,39,Sulawesi,61841,2955567,47.79,6.09,276.43,0,0.0404,0.683,1.5,0
10/25/2020,Sulawesi Tenggara,43,2,72,Sulawesi,38068,2635461,69.23,16.32,1769.33,0.76,0.0169,0.7137,0.6,2
10/25/2020,Sulawesi Utara,33,0,33,Sulawesi,13892,2641884,190.17,12.49,1972.08,0,0.0376,0.8407,0.75,0
10/25/2020,Sumatera Barat,356,6,173,Sumatera,42013,5519245,131.37,64.5,2316.08,1.09,0.0185,0.5819,1.2,
10/25/2020,Sumatera Selatan,22,0,182,Sumatera,91592,8217551,89.72,2.68,915.36,0,0.0542,0.7844,0.34,0
10/25/2020,Sumatera Utara,90,2,75,Sumatera,72981,14874889,203.82,6.05,844.38,0.13,0.0411,0.8126,1.07,
10/26/2020,Aceh,40,5,0,Sumatera,57956,5247257,90.54,7.62,1382.06,0.95,0.037,0.6878,0.46,2.5
10/26/2020,Bali,67,0,13,Nusa Tenggara,5780,4216171,729.43,15.89,2715.97,0,0.0096,0.1925,0.61,1
10/26/2020,Banten,120,0,86,Jawa,9663,10722374,1109.64,11.19,829.29,0,0.0297,0.8797,0.53,0
10/26/2020,Bengkulu,0,0,5,Sumatera,19919,1999539,100.38,0,497.61,0,0.0482,0.7769,0,0
10/26/2020,DKI Jakarta,906,13,1185,Jawa,664,10846145,16334.31,83.53,9394.86,1.2,0.0215,0.8654,1.18,0.72
10/26/2020,Daerah Istimewa Yogyakarta,26,0,29,Jawa,3133,3631015,1158.9,7.16,984.85,0,0.0246,0.8213,0.59,1
10/26/2020,Gorontalo,2,0,3,Sulawesi,11257,1180651,104.88,1.69,2542.67,0,0.028,0.9447,0.11,0
10/26/2020,Jambi,9,1,19,Sumatera,50058,3493357,69.79,2.58,328.91,0.29,0.02,0.456,0.41,
10/26/2020,Jawa Barat,464,15,412,Jawa,35378,45161325,1276.55,10.27,806.27,0.33,0.0199,0.6835,1.17,5
10/26/2020,Jawa Tengah,158,17,297,Jawa,32801,36364072,1108.64,4.34,965.62,0.47,0.0574,0.8279,0.44,2.13
10/26/2020,Jawa Timur,288,13,285,Jawa,47803,40479023,846.78,7.11,1266.21,0.32,0.0801,0.9205,1.17,0.72
10/26/2020,Kalimantan Barat,13,2,12,Kalimantan,147307,5422814,36.81,2.4,290.81,0.37,0.0076,0.8244,,
10/26/2020,Kalimantan Selatan,2,2,56,Kalimantan,38744,4023049,103.84,0.5,2896.81,0.5,0.0406,0.8995,0.11,0.67
10/26/2020,Kalimantan Tengah,23,3,34,Kalimantan,153565,2570289,16.74,8.95,1662.85,1.17,0.0353,0.8765,1.28,
10/26/2020,Kalimantan Timur,106,2,128,Kalimantan,129067,3552191,27.52,29.84,3722.77,0.56,0.0352,0.7545,0.61,0.67
10/26/2020,Kalimantan Utara,2,0,2,Kalimantan,75468,648407,8.59,3.08,1206.03,0,0.009,0.8491,0.14,1
10/26/2020,Kepulauan Bangka Belitung,1,0,7,Sumatera,16424,1379767,84.01,0.72,402.24,0,0.0126,0.8703,0.25,1
10/26/2020,Kepulauan Riau,138,3,67,Sumatera,8202,1929400,235.24,71.52,1814.04,1.55,0.026,0.7211,0.89,3
10/26/2020,Lampung,45,3,6,Sumatera,34624,9095591,262.7,4.95,180.97,0.33,0.0395,0.5765,0.9,
10/26/2020,Maluku,0,0,59,Maluku,46914,1847097,39.37,0,2024.26,0,0.0123,0.8254,0,1
10/26/2020,Maluku Utara,4,0,0,Maluku,31983,1307803,40.89,3.06,1676.09,0,0.0338,0.8796,,1
10/26/2020,Nusa Tenggara Barat,26,0,22,Nusa Tenggara,18572,5270247,283.77,4.93,736.97,0,0.0564,0.8123,1.18,0
10/26/2020,Nusa Tenggara Timur,1,0,0,Nusa Tenggara,48718,5411321,111.07,0.18,120.67,0,0.0107,0.6784,0.33,1
10/26/2020,Papua,167,5,66,Papua,319036,4340348,13.6,38.48,2024.03,1.15,0.0147,0.5254,3.41,
10/26/2020,Papua Barat,6,2,18,Papua,102955,1140701,11.08,5.26,3411.06,1.75,0.0162,0.7952,1,
10/26/2020,Riau,206,4,262,Sumatera,87024,6074100,69.8,33.91,2264.2,0.66,0.0222,0.723,0.72,1.33
10/26/2020,Sulawesi Barat,1,0,0,Sulawesi,16787,1559984,92.93,0.64,633.34,0,0.0121,0.7935,0.11,1
10/26/2020,Sulawesi Selatan,14,0,80,Sulawesi,46717,9426885,201.78,1.49,1900.1,0,0.0251,0.8763,0.3,0
10/26/2020,Sulawesi Tengah,4,0,32,Sulawesi,61841,2955567,47.79,1.35,277.78,0,0.0402,0.7186,0.22,1
10/26/2020,Sulawesi Tenggara,10,0,63,Sulawesi,38068,2635461,69.23,3.79,1773.12,0,0.0169,0.7257,0.23,0
10/26/2020,Sulawesi Utara,22,0,31,Sulawesi,13892,2641884,190.17,8.33,1980.4,0,0.0375,0.8431,0.67,1
10/26/2020,Sumatera Barat,271,4,185,Sumatera,42013,5519245,131.37,49.1,2365.18,0.72,0.0185,0.584,0.76,0.67
10/26/2020,Sumatera Selatan,16,2,131,Sumatera,91592,8217551,89.72,1.95,917.3,0.24,0.0544,0.8001,0.73,
10/26/2020,Sumatera Utara,93,7,85,Sumatera,72981,14874889,203.82,6.25,850.63,0.47,0.0413,0.8133,1.03,3.5
10/27/2020,Aceh,13,4,0,Sumatera,57956,5247257,90.54,2.48,1384.53,0.76,0.0374,0.6866,0.33,0.8
10/27/2020,Bali,65,2,19,Nusa Tenggara,5780,4216171,729.43,15.42,2731.39,0.47,0.0097,0.193,0.97,
10/27/2020,Banten,124,5,94,Jawa,9663,10722374,1109.64,11.56,840.86,0.47,0.0298,0.878,1.03,
10/27/2020,Bengkulu,22,0,12,Sumatera,19919,1999539,100.38,11,508.62,0,0.0472,0.7719,,1
10/27/2020,DKI Jakarta,781,11,1130,Jawa,664,10846145,16334.31,72.01,9466.87,1.01,0.0214,0.8698,0.86,0.85
10/27/2020,Daerah Istimewa Yogyakarta,41,1,32,Jawa,3133,3631015,1158.9,11.29,996.14,0.28,0.0246,0.8208,1.58,
10/27/2020,Gorontalo,2,0,1,Sulawesi,11257,1180651,104.88,1.69,2544.36,0,0.028,0.9444,1,1
10/27/2020,Jambi,7,1,22,Sumatera,50058,3493357,69.79,2,330.91,0.29,0.0208,0.4723,0.78,1
10/27/2020,Jawa Barat,424,17,706,Jawa,35378,45161325,1276.55,9.39,815.65,0.38,0.0202,0.6948,0.91,1.13
10/27/2020,Jawa Tengah,314,12,317,Jawa,32801,36364072,1108.64,8.63,974.26,0.33,0.0573,0.8295,1.99,0.71
10/27/2020,Jawa Timur,286,11,270,Jawa,47803,40479023,846.78,7.07,1273.28,0.27,0.0798,0.9207,0.99,0.85
10/27/2020,Kalimantan Barat,29,0,6,Kalimantan,147307,5422814,36.81,5.35,296.16,0,0.0075,0.8132,2.23,0
10/27/2020,Kalimantan Selatan,12,3,32,Kalimantan,38744,4023049,103.84,2.98,2899.79,0.75,0.0408,0.9013,6,1.5
10/27/2020,Kalimantan Tengah,10,0,32,Kalimantan,153565,2570289,16.74,3.89,1666.74,0,0.0352,0.8819,0.43,0
10/27/2020,Kalimantan Timur,123,4,214,Kalimantan,129067,3552191,27.52,34.63,3757.4,1.13,0.0352,0.7635,1.16,2
10/27/2020,Kalimantan Utara,9,0,8,Kalimantan,75468,648407,8.59,13.88,1219.91,0,0.0088,0.8496,4.5,1
10/27/2020,Kepulauan Bangka Belitung,12,0,13,Sumatera,16424,1379767,84.01,8.7,410.94,0,0.0123,0.8748,12,1
10/27/2020,Kepulauan Riau,103,0,0,Sumatera,8202,1929400,235.24,53.38,1867.42,0,0.0253,0.7005,0.75,0
10/27/2020,Lampung,40,4,0,Sumatera,34624,9095591,262.7,4.4,185.36,0.44,0.0409,0.5629,0.89,1.33
10/27/2020,Maluku,33,2,37,Maluku,46914,1847097,39.37,17.87,2042.12,1.08,0.0127,0.8279,,
10/27/2020,Maluku Utara,1,0,0,Maluku,31983,1307803,40.89,0.76,1676.86,0,0.0337,0.8792,0.25,1
10/27/2020,Nusa Tenggara Barat,29,0,32,Nusa Tenggara,18572,5270247,283.77,5.5,742.47,0,0.056,0.8145,1.12,1
10/27/2020,Nusa Tenggara Timur,14,0,6,Nusa Tenggara,48718,5411321,111.07,2.59,123.26,0,0.0105,0.6732,14,1
10/27/2020,Papua,0,0,0,Papua,319036,4340348,13.6,0,2024.03,0,0.0147,0.5254,0,0
10/27/2020,Papua Barat,83,0,268,Papua,102955,1140701,11.08,72.76,3483.82,0,0.0159,0.846,13.83,0
10/27/2020,Riau,247,6,296,Sumatera,87024,6074100,69.8,40.66,2304.87,0.99,0.0223,0.7314,1.2,1.5
10/27/2020,Sulawesi Barat,9,0,32,Sulawesi,16787,1559984,92.93,5.77,639.11,0,0.012,0.8185,9,1
