Date,Location,New Cases,New Deaths,New Recovered,Island,Area (km2),Population,Population Density,New Cases per Million,Total Cases per Million,New Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
3/13/2021,Jambi,21,1,45,Sumatera,50058,3493357,69.79,6.01,1641.4,0.29,0.0138,0.778,0.72,
3/13/2021,Jawa Barat,1026,5,1046,Jawa,35378,45161325,1276.55,22.72,5139.49,0.11,0.0129,0.8514,0.84,0.11
3/13/2021,Jawa Tengah,156,11,262,Jawa,32801,36364072,1108.64,4.29,4439.57,0.3,0.0438,0.7058,0.31,0.34
3/13/2021,Jawa Timur,348,18,363,Jawa,47803,40479023,846.78,8.6,3317.94,0.44,0.0694,0.8895,1.03,1.2
3/13/2021,Kalimantan Barat,84,0,26,Kalimantan,147307,5422814,36.81,15.49,949.32,0,0.0064,0.8761,3.65,1
3/13/2021,Kalimantan Selatan,197,3,146,Kalimantan,38744,4023049,103.84,48.97,5997.94,0.75,0.0316,0.8716,0.99,1
3/13/2021,Kalimantan Tengah,97,3,13,Kalimantan,153565,2570289,16.74,37.74,5861.21,1.17,0.0241,0.8643,1.56,0.75
3/13/2021,Kalimantan Timur,264,2,240,Kalimantan,129067,3552191,27.52,74.32,16791.89,0.56,0.0235,0.8834,1.28,0.22
3/13/2021,Kalimantan Utara,2,0,43,Kalimantan,75468,648407,8.59,3.08,16040.85,0,0.0151,0.843,0.01,1
3/13/2021,Kepulauan Bangka Belitung,68,1,41,Sumatera,16424,1379767,84.01,49.28,5778.51,0.72,0.0156,0.9137,1.08,0.25
3/13/2021,Kepulauan Riau,4,1,5,Sumatera,8202,1929400,235.24,2.07,4584.85,0.52,0.0251,0.9581,1.33,
3/13/2021,Lampung,43,2,41,Sumatera,34624,9095591,262.7,4.73,1452.24,0.22,0.0522,0.897,1.02,0.25
3/13/2021,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,3878.52,0,0.0151,0.92,0,1
3/13/2021,Maluku Utara,12,0,0,Maluku,31983,1307803,40.89,9.18,3180.91,0,0.0276,0.8392,12,1
3/13/2021,Nusa Tenggara Barat,20,0,12,Nusa Tenggara,18572,5270247,283.77,3.79,1694.23,0,0.0382,0.8139,20,0
3/13/2021,Nusa Tenggara Timur,141,6,9,Nusa Tenggara,48718,5411321,111.07,26.06,1975.49,1.11,0.0277,0.76,1.1,6
3/13/2021,Papua,47,2,37,Papua,319036,4340348,13.6,10.83,4250.81,0.46,0.0131,0.5502,0.85,
3/13/2021,Papua Barat,45,0,20,Papua,102955,1140701,11.08,39.45,6872.09,0,0.0162,0.9129,1.61,1
3/13/2021,Riau,66,3,106,Sumatera,87024,6074100,69.8,10.87,5359.48,0.49,0.0245,0.9425,1.14,0.75
3/13/2021,Sulawesi Barat,9,1,91,Sulawesi,16787,1559984,92.93,5.77,3414.14,0.64,0.0207,0.8513,2.25,
3/13/2021,Sulawesi Selatan,89,3,136,Sulawesi,46717,9426885,201.78,9.44,6178.82,0.32,0.0152,0.9332,0.67,0.6
3/13/2021,Sulawesi Tengah,12,0,26,Sulawesi,61841,2955567,47.79,4.06,3577.32,0,0.0253,0.846,0.26,0
3/13/2021,Sulawesi Tenggara,2,1,0,Sulawesi,38068,2635461,69.23,0.76,3847.9,0.38,0.0199,0.9317,,
3/13/2021,Sulawesi Utara,24,0,14,Sulawesi,13892,2641884,190.17,9.08,5752.33,0,0.0328,0.8005,12,1
3/13/2021,Sumatera Barat,68,2,50,Sumatera,42013,5519245,131.37,12.32,5455.46,0.36,0.0221,0.9427,1.19,0.5
3/13/2021,Sumatera Selatan,43,3,41,Sumatera,91592,8217551,89.72,5.23,2015.93,0.37,0.0471,0.8714,1.3,0.75
3/13/2021,Sumatera Utara,91,2,86,Sumatera,72981,14874889,203.82,6.12,1739.64,0.13,0.0337,0.8698,1.1,0.5
3/14/2021,Aceh,5,0,28,Sumatera,57956,5247257,90.54,0.95,1845.92,0,0.0401,0.8212,0.36,1
3/14/2021,Bali,0,3,21,Nusa Tenggara,5780,4216171,729.43,0,8715.97,0.71,0.0276,0.9133,0,0.75
3/14/2021,Banten,315,2,67,Jawa,9663,10722374,1109.64,29.38,2997.38,0.19,0.0288,1.0136,1.27,
3/14/2021,Bengkulu,20,0,13,Sumatera,19919,1999539,100.38,10,2573.09,0,0.0292,0.9213,6.67,1
3/14/2021,DKI Jakarta,1204,36,2367,Jawa,664,10846145,16334.31,111.01,33189.12,3.32,0.0168,0.9648,1.16,3.6
3/14/2021,Daerah Istimewa Yogyakarta,90,4,266,Jawa,3133,3631015,1158.9,24.79,8294.37,1.1,0.0242,0.8197,0.48,1.33
3/14/2021,Gorontalo,7,0,3,Sulawesi,11257,1180651,104.88,5.93,4201.07,0,0.0282,0.9105,0.14,0
3/14/2021,Jambi,0,0,23,Sumatera,50058,3493357,69.79,0,1641.4,0,0.0138,0.782,0,0
3/14/2021,Jawa Barat,1189,9,935,Jawa,35378,45161325,1276.55,26.33,5165.81,0.2,0.0128,0.8511,1.16,1.8
3/14/2021,Jawa Tengah,144,3,106,Jawa,32801,36364072,1108.64,3.96,4443.53,0.08,0.0437,0.7058,0.92,0.27
3/14/2021,Jawa Timur,278,14,213,Jawa,47803,40479023,846.78,6.87,3324.81,0.35,0.0694,0.8892,0.8,0.78
3/14/2021,Kalimantan Barat,97,0,49,Kalimantan,147307,5422814,36.81,17.89,967.21,0,0.0063,0.8692,1.15,1
3/14/2021,Kalimantan Selatan,204,5,279,Kalimantan,38744,4023049,103.84,50.71,6048.65,1.24,0.0316,0.8758,1.04,1.67
3/14/2021,Kalimantan Tengah,125,5,0,Kalimantan,153565,2570289,16.74,48.63,5909.84,1.95,0.0242,0.8572,1.29,1.67
3/14/2021,Kalimantan Timur,207,6,354,Kalimantan,129067,3552191,27.52,58.27,16850.16,1.69,0.0236,0.8863,0.78,3
3/14/2021,Kalimantan Utara,32,1,5,Kalimantan,75468,648407,8.59,49.35,16090.2,1.54,0.0151,0.8409,16,
3/14/2021,Kepulauan Bangka Belitung,86,0,33,Sumatera,16424,1379767,84.01,62.33,5840.84,0,0.0154,0.9081,1.26,0
3/14/2021,Kepulauan Riau,27,0,8,Sumatera,8202,1929400,235.24,13.99,4598.84,0,0.025,0.956,6.75,0
3/14/2021,Lampung,48,2,30,Sumatera,34624,9095591,262.7,5.28,1457.52,0.22,0.0521,0.8961,1.12,1
3/14/2021,Maluku,22,1,5,Maluku,46914,1847097,39.37,11.91,3890.43,0.54,0.0152,0.9179,,
3/14/2021,Maluku Utara,13,0,9,Maluku,31983,1307803,40.89,9.94,3190.85,0,0.0276,0.8387,1.08,1
3/14/2021,Nusa Tenggara Barat,69,0,0,Nusa Tenggara,18572,5270247,283.77,13.09,1707.32,0,0.0379,0.8076,3.45,1
3/14/2021,Nusa Tenggara Timur,23,1,232,Nusa Tenggara,48718,5411321,111.07,4.25,1979.74,0.18,0.0277,0.78,0.16,0.17
3/14/2021,Papua,32,0,37,Papua,319036,4340348,13.6,7.37,4258.18,0,0.013,0.5513,0.68,0
3/14/2021,Papua Barat,37,0,27,Papua,102955,1140701,11.08,32.44,6904.53,0,0.0161,0.912,0.82,1
3/14/2021,Riau,169,4,111,Sumatera,87024,6074100,69.8,27.82,5387.3,0.66,0.0244,0.941,2.56,1.33
3/14/2021,Sulawesi Barat,3,0,43,Sulawesi,16787,1559984,92.93,1.92,3416.06,0,0.0206,0.8589,0.33,0
3/14/2021,Sulawesi Selatan,67,0,160,Sulawesi,46717,9426885,201.78,7.11,6185.92,0,0.0152,0.9348,0.75,0
3/14/2021,Sulawesi Tengah,40,0,29,Sulawesi,61841,2955567,47.79,13.53,3590.85,0,0.0252,0.8456,3.33,1
3/14/2021,Sulawesi Tenggara,3,0,0,Sulawesi,38068,2635461,69.23,1.14,3849.04,0,0.0199,0.9314,1.5,0
3/14/2021,Sulawesi Utara,14,0,14,Sulawesi,13892,2641884,190.17,5.3,5757.63,0,0.0328,0.8007,0.58,1
3/14/2021,Sumatera Barat,93,3,145,Sumatera,42013,5519245,131.37,16.85,5472.31,0.54,0.0221,0.9446,1.37,1.5
3/14/2021,Sumatera Selatan,20,1,34,Sumatera,91592,8217551,89.72,2.43,2018.36,0.12,0.0471,0.8724,0.47,0.33
3/14/2021,Sumatera Utara,88,3,90,Sumatera,72981,14874889,203.82,5.92,1745.56,0.2,0.0337,0.8704,0.97,1.5
3/15/2021,Aceh,0,0,6,Sumatera,57956,5247257,90.54,0,1845.92,0,0.0401,0.8218,0,1
3/15/2021,Bali,100,5,230,Nusa Tenggara,5780,4216171,729.43,23.72,8739.68,1.19,0.0277,0.9171,,1.67
3/15/2021,Banten,290,2,125,Jawa,9663,10722374,1109.64,27.05,3024.42,0.19,0.0286,1.0084,0.92,1
3/15/2021,Bengkulu,9,0,20,Sumatera,19919,1999539,100.38,4.5,2577.59,0,0.0291,0.9236,0.45,1
3/15/2021,DKI Jakarta,1555,35,1762,Jawa,664,10846145,16334.31,143.37,33332.49,3.23,0.0169,0.9655,1.29,0.97
3/15/2021,Daerah Istimewa Yogyakarta,140,3,151,Jawa,3133,3631015,1158.9,38.56,8332.93,0.83,0.0242,0.8209,1.56,0.75
3/15/2021,Gorontalo,3,0,6,Sulawesi,11257,1180651,104.88,2.54,4203.61,0,0.0282,0.9111,0.43,1
3/15/2021,Jambi,5,0,32,Sumatera,50058,3493357,69.79,1.43,1642.83,0,0.0138,0.7869,,1
3/15/2021,Jawa Barat,1084,23,1694,Jawa,35378,45161325,1276.55,24,5189.82,0.51,0.0129,0.8544,0.91,2.56
3/15/2021,Jawa Tengah,657,20,561,Jawa,32801,36364072,1108.64,18.07,4461.6,0.55,0.0437,0.7064,4.56,6.67
3/15/2021,Jawa Timur,257,20,292,Jawa,47803,40479023,846.78,6.35,3331.16,0.49,0.0694,0.8897,0.92,1.43
3/15/2021,Kalimantan Barat,0,0,0,Kalimantan,147307,5422814,36.81,0,967.21,0,0.0063,0.8692,0,1
3/15/2021,Kalimantan Selatan,175,4,142,Kalimantan,38744,4023049,103.84,43.5,6092.15,0.99,0.0315,0.8753,0.86,0.8
3/15/2021,Kalimantan Tengah,125,2,64,Kalimantan,153565,2570289,16.74,48.63,5958.47,0.78,0.0242,0.8544,1,0.4
3/15/2021,Kalimantan Timur,204,4,473,Kalimantan,129067,3552191,27.52,57.43,16907.59,1.13,0.0235,0.8912,0.99,0.67
3/15/2021,Kalimantan Utara,45,0,35,Kalimantan,75468,648407,8.59,69.4,16159.6,0,0.0151,0.8406,1.41,0
3/15/2021,Kepulauan Bangka Belitung,49,2,30,Sumatera,16424,1379767,84.01,35.51,5876.35,1.45,0.0155,0.9063,0.57,
3/15/2021,Kepulauan Riau,4,1,3,Sumatera,8202,1929400,235.24,2.07,4600.91,0.52,0.0251,0.956,0.15,
3/15/2021,Lampung,47,6,37,Sumatera,34624,9095591,262.7,5.17,1462.69,0.66,0.0524,0.8957,0.98,3
3/15/2021,Maluku,4,1,5,Maluku,46914,1847097,39.37,2.17,3892.59,0.54,0.0153,0.9181,0.18,1
3/15/2021,Maluku Utara,20,2,18,Maluku,31983,1307803,40.89,15.29,3206.14,1.53,0.0279,0.839,1.54,
3/15/2021,Nusa Tenggara Barat,42,1,10,Nusa Tenggara,18572,5270247,283.77,7.97,1715.29,0.19,0.0378,0.805,0.61,
3/15/2021,Nusa Tenggara Timur,83,0,9,Nusa Tenggara,48718,5411321,111.07,15.34,1995.08,0,0.0275,0.7748,3.61,0
3/15/2021,Papua,45,0,30,Papua,319036,4340348,13.6,10.37,4268.55,0,0.013,0.5516,1.41,1
3/15/2021,Papua Barat,8,0,29,Papua,102955,1140701,11.08,7.01,6911.54,0,0.0161,0.9148,0.22,1
3/15/2021,Riau,69,1,98,Sumatera,87024,6074100,69.8,11.36,5398.66,0.16,0.0244,0.942,0.41,0.25
3/15/2021,Sulawesi Barat,3,0,7,Sulawesi,16787,1559984,92.93,1.92,3417.98,0,0.0206,0.8597,1,1
3/15/2021,Sulawesi Selatan,54,3,120,Sulawesi,46717,9426885,201.78,5.73,6191.65,0.32,0.0152,0.936,0.81,
3/15/2021,Sulawesi Tengah,30,2,54,Sulawesi,61841,2955567,47.79,10.15,3601,0.68,0.0253,0.8483,0.75,
3/15/2021,Sulawesi Tenggara,3,0,1,Sulawesi,38068,2635461,69.23,1.14,3850.18,0,0.0199,0.9312,1,1
3/15/2021,Sulawesi Utara,4,0,45,Sulawesi,13892,2641884,190.17,1.51,5759.15,0,0.0328,0.8034,0.29,1
3/15/2021,Sumatera Barat,22,0,33,Sumatera,42013,5519245,131.37,3.99,5476.29,0,0.0221,0.945,0.24,0
3/15/2021,Sumatera Selatan,57,0,40,Sumatera,91592,8217551,89.72,6.94,2025.3,0,0.0469,0.8718,2.85,0
3/15/2021,Sumatera Utara,102,5,92,Sumatera,72981,14874889,203.82,6.86,1752.42,0.34,0.0338,0.8705,1.16,1.67
3/16/2021,Aceh,10,0,21,Sumatera,57956,5247257,90.54,1.91,1847.82,0,0.04,0.8231,,1
3/16/2021,Bali,77,7,210,Nusa Tenggara,5780,4216171,729.43,18.26,8757.95,1.66,0.0278,0.9208,0.77,1.4
3/16/2021,Banten,247,2,132,Jawa,9663,10722374,1109.64,23.04,3047.46,0.19,0.0285,1.0048,0.85,1
3/16/2021,Bengkulu,15,0,15,Sumatera,19919,1999539,100.38,7.5,2585.1,0,0.029,0.9238,1.67,1
3/16/2021,DKI Jakarta,835,20,1491,Jawa,664,10846145,16334.31,76.99,33409.47,1.84,0.0169,0.9674,0.54,0.57
3/16/2021,Daerah Istimewa Yogyakarta,170,6,211,Jawa,3133,3631015,1158.9,46.82,8379.75,1.65,0.0243,0.8232,1.21,2
3/16/2021,Gorontalo,3,1,5,Sulawesi,11257,1180651,104.88,2.54,4206.15,0.85,0.0284,0.9116,1,
3/16/2021,Jambi,36,0,54,Sumatera,50058,3493357,69.79,10.31,1653.14,0,0.0137,0.7913,7.2,1
3/16/2021,Jawa Barat,1597,21,2289,Jawa,35378,45161325,1276.55,35.36,5225.18,0.46,0.0129,0.8583,1.47,0.91
3/16/2021,Jawa Tengah,563,41,1389,Jawa,32801,36364072,1108.64,15.48,4477.08,1.13,0.0438,0.7125,0.86,2.05
3/16/2021,Jawa Timur,290,24,249,Jawa,47803,40479023,846.78,7.16,3338.32,0.59,0.0694,0.8896,1.13,1.2
3/16/2021,Kalimantan Barat,82,0,34,Kalimantan,147307,5422814,36.81,15.12,982.33,0,0.0062,0.8622,,1
3/16/2021,Kalimantan Selatan,191,2,266,Kalimantan,38744,4023049,103.84,47.48,6139.62,0.5,0.0313,0.8793,1.09,0.5
3/16/2021,Kalimantan Tengah,83,1,22,Kalimantan,153565,2570289,16.74,32.29,5990.77,0.39,0.0241,0.8512,0.66,0.5
3/16/2021,Kalimantan Timur,246,9,218,Kalimantan,129067,3552191,27.52,69.25,16976.85,2.53,0.0236,0.8911,1.21,2.25
3/16/2021,Kalimantan Utara,37,3,40,Kalimantan,75468,648407,8.59,57.06,16216.67,4.63,0.0153,0.8415,0.82,
3/16/2021,Kepulauan Bangka Belitung,91,1,52,Sumatera,16424,1379767,84.01,65.95,5942.31,0.72,0.0155,0.9025,1.86,0.5
3/16/2021,Kepulauan Riau,2,0,22,Sumatera,8202,1929400,235.24,1.04,4601.95,0,0.0251,0.9582,0.5,0
3/16/2021,Lampung,43,4,47,Sumatera,34624,9095591,262.7,4.73,1467.41,0.44,0.0525,0.8963,0.91,0.67
3/16/2021,Maluku,6,1,2,Maluku,46914,1847097,39.37,3.25,3895.84,0.54,0.0154,0.9176,1.5,1
3/16/2021,Maluku Utara,27,1,13,Maluku,31983,1307803,40.89,20.65,3226.79,0.76,0.028,0.8367,1.35,0.5
3/16/2021,Nusa Tenggara Barat,1,0,0,Nusa Tenggara,18572,5270247,283.77,0.19,1715.48,0,0.0378,0.8049,0.02,0
3/16/2021,Nusa Tenggara Timur,193,0,193,Nusa Tenggara,48718,5411321,111.07,35.67,2030.74,0,0.027,0.7788,2.33,1
3/16/2021,Papua,70,0,21,Papua,319036,4340348,13.6,16.13,4284.68,0,0.013,0.5506,1.56,1
3/16/2021,Papua Barat,27,1,23,Papua,102955,1140701,11.08,23.67,6935.21,0.88,0.0162,0.9145,3.38,
3/16/2021,Riau,117,3,52,Sumatera,87024,6074100,69.8,19.26,5417.92,0.49,0.0244,0.9402,1.7,3
3/16/2021,Sulawesi Barat,2,0,75,Sulawesi,16787,1559984,92.93,1.28,3419.27,0,0.0206,0.8735,0.67,1
3/16/2021,Sulawesi Selatan,117,1,179,Sulawesi,46717,9426885,201.78,12.41,6204.06,0.11,0.0152,0.9372,2.17,0.33
3/16/2021,Sulawesi Tengah,24,2,43,Sulawesi,61841,2955567,47.79,8.12,3609.12,0.68,0.0254,0.8504,0.8,1
3/16/2021,Sulawesi Tenggara,7,1,14,Sulawesi,38068,2635461,69.23,2.66,3852.84,0.38,0.02,0.9319,2.33,
3/16/2021,Sulawesi Utara,0,0,9,Sulawesi,13892,2641884,190.17,0,5759.15,0,0.0328,0.804,0,1
3/16/2021,Sumatera Barat,55,0,64,Sumatera,42013,5519245,131.37,9.97,5486.26,0,0.0221,0.9454,2.5,1
3/16/2021,Sumatera Selatan,55,4,28,Sumatera,91592,8217551,89.72,6.69,2031.99,0.49,0.047,0.8706,0.96,
3/16/2021,Sumatera Utara,79,2,85,Sumatera,72981,14874889,203.82,5.31,1757.73,0.13,0.0338,0.8711,0.77,0.4
3/17/2021,Aceh,6,0,3,Sumatera,57956,5247257,90.54,1.14,1848.97,0,0.04,0.8229,0.6,1
3/17/2021,Bali,227,9,291,Nusa Tenggara,5780,4216171,729.43,53.84,8811.79,2.13,0.0279,0.923,2.95,1.29
3/17/2021,Banten,861,3,249,Jawa,9663,10722374,1109.64,80.3,3127.76,0.28,0.0278,0.9864,3.49,1.5
3/17/2021,Bengkulu,35,0,25,Sumatera,19919,1999539,100.38,17.5,2602.6,0,0.0288,0.9224,2.33,1
3/17/2021,DKI Jakarta,1330,3,1183,Jawa,664,10846145,16334.31,122.62,33532.1,0.28,0.0168,0.9671,1.59,0.15
3/17/2021,Daerah Istimewa Yogyakarta,270,1,74,Jawa,3133,3631015,1158.9,74.36,8454.11,0.28,0.0241,0.8184,1.59,0.17
3/17/2021,Gorontalo,16,0,11,Sulawesi,11257,1180651,104.88,13.55,4219.71,0,0.0283,0.9109,5.33,0
3/17/2021,Jambi,25,0,10,Sumatera,50058,3493357,69.79,7.16,1660.29,0,0.0136,0.7897,0.69,1
3/17/2021,Jawa Barat,1436,12,2052,Jawa,35378,45161325,1276.55,31.8,5256.98,0.27,0.0128,0.8618,0.9,0.57
3/17/2021,Jawa Tengah,598,43,732,Jawa,32801,36364072,1108.64,16.44,4493.53,1.18,0.0439,0.7144,1.06,1.05
3/17/2021,Jawa Timur,321,86,1008,Jawa,47803,40479023,846.78,7.93,3346.25,2.12,0.0699,0.895,1.11,3.58
3/17/2021,Kalimantan Barat,79,0,31,Kalimantan,147307,5422814,36.81,14.57,996.9,0,0.0061,0.8553,0.96,1
3/17/2021,Kalimantan Selatan,158,5,130,Kalimantan,38744,4023049,103.84,39.27,6178.9,1.24,0.0313,0.879,0.83,2.5
3/17/2021,Kalimantan Tengah,153,1,60,Kalimantan,153565,2570289,16.74,59.53,6050.29,0.39,0.0239,0.8467,1.84,1
3/17/2021,Kalimantan Timur,241,2,337,Kalimantan,129067,3552191,27.52,67.85,17044.69,0.56,0.0235,0.8932,0.98,0.22
3/17/2021,Kalimantan Utara,69,1,53,Kalimantan,75468,648407,8.59,106.41,16323.08,1.54,0.0153,0.841,1.86,0.33
3/17/2021,Kepulauan Bangka Belitung,50,0,32,Sumatera,16424,1379767,84.01,36.24,5978.55,0,0.0154,0.901,0.55,0
3/17/2021,Kepulauan Riau,37,1,4,Sumatera,8202,1929400,235.24,19.18,4621.13,0.52,0.0251,0.9547,18.5,
3/17/2021,Lampung,41,2,65,Sumatera,34624,9095591,262.7,4.51,1471.92,0.22,0.0525,0.8984,0.95,0.5
3/17/2021,Maluku,4,0,20,Maluku,46914,1847097,39.37,2.17,3898.01,0,0.0154,0.9199,0.67,0
3/17/2021,Maluku Utara,9,0,4,Maluku,31983,1307803,40.89,6.88,3233.67,0,0.0279,0.8359,0.33,0
3/17/2021,Nusa Tenggara Barat,34,0,1,Nusa Tenggara,18572,5270247,283.77,6.45,1721.93,0,0.0377,0.802,34,1
3/17/2021,Nusa Tenggara Timur,220,7,105,Nusa Tenggara,48718,5411321,111.07,40.66,2071.4,1.29,0.0271,0.7729,1.14,
3/17/2021,Papua,65,0,2,Papua,319036,4340348,13.6,14.98,4299.66,0,0.0129,0.5488,0.93,1
3/17/2021,Papua Barat,43,1,22,Papua,102955,1140701,11.08,37.7,6972.91,0.88,0.0162,0.9124,1.59,1
3/17/2021,Riau,82,1,121,Sumatera,87024,6074100,69.8,13.5,5431.42,0.16,0.0244,0.9416,0.7,0.33
3/17/2021,Sulawesi Barat,3,0,23,Sulawesi,16787,1559984,92.93,1.92,3421.19,0,0.0206,0.8773,1.5,1
3/17/2021,Sulawesi Selatan,139,2,195,Sulawesi,46717,9426885,201.78,14.75,6218.81,0.21,0.0152,0.9383,1.19,2
3/17/2021,Sulawesi Tengah,25,1,25,Sulawesi,61841,2955567,47.79,8.46,3617.58,0.34,0.0254,0.8507,1.04,0.5
3/17/2021,Sulawesi Tenggara,12,0,57,Sulawesi,38068,2635461,69.23,4.55,3857.39,0,0.02,0.9365,1.71,0
3/17/2021,Sulawesi Utara,9,1,12,Sulawesi,13892,2641884,190.17,3.41,5762.55,0.38,0.0328,0.8043,,
3/17/2021,Sumatera Barat,135,4,66,Sumatera,42013,5519245,131.37,24.46,5510.72,0.72,0.0221,0.9434,2.45,
3/17/2021,Sumatera Selatan,45,7,57,Sumatera,91592,8217551,89.72,5.48,2037.47,0.85,0.0473,0.8716,0.82,1.75
3/17/2021,Sumatera Utara,88,5,92,Sumatera,72981,14874889,203.82,5.92,1763.64,0.34,0.0338,0.8717,1.11,2.5
3/18/2021,Aceh,10,0,3,Sumatera,57956,5247257,90.54,1.91,1850.87,0,0.04,0.8224,1.67,1
3/18/2021,Bali,306,8,226,Nusa Tenggara,5780,4216171,729.43,72.58,8884.36,1.9,0.0278,0.9215,1.35,0.89
3/18/2021,Banten,293,4,80,Jawa,9663,10722374,1109.64,27.33,3155.08,0.37,0.0277,0.9803,0.34,1.33
3/18/2021,Bengkulu,8,1,21,Sumatera,19919,1999539,100.38,4,2606.6,0.5,0.029,0.925,0.23,
3/18/2021,DKI Jakarta,1719,20,1168,Jawa,664,10846145,16334.31,158.49,33690.59,1.84,0.0168,0.9658,1.29,6.67
3/18/2021,Daerah Istimewa Yogyakarta,257,6,125,Jawa,3133,3631015,1158.9,70.78,8524.89,1.65,0.0241,0.8157,0.95,6
3/18/2021,Gorontalo,34,0,155,Sulawesi,11257,1180651,104.88,28.8,4248.5,0,0.0281,0.9356,2.13,1
3/18/2021,Jambi,35,2,85,Sumatera,50058,3493357,69.79,10.02,1670.31,0.57,0.0139,0.7995,1.4,
3/18/2021,Jawa Barat,1407,8,1402,Jawa,35378,45161325,1276.55,31.15,5288.13,0.18,0.0128,0.8626,0.98,0.67
3/18/2021,Jawa Tengah,659,67,948,Jawa,32801,36364072,1108.64,18.12,4511.65,1.84,0.0441,0.7173,1.1,1.56
3/18/2021,Jawa Timur,338,38,821,Jawa,47803,40479023,846.78,8.35,3354.6,0.94,0.07,0.8988,1.05,0.44
3/18/2021,Kalimantan Barat,51,0,46,Kalimantan,147307,5422814,36.81,9.4,1006.3,0,0.006,0.8558,0.65,1
3/18/2021,Kalimantan Selatan,118,4,134,Kalimantan,38744,4023049,103.84,29.33,6208.23,0.99,0.0314,0.8802,0.75,0.8
3/18/2021,Kalimantan Tengah,76,3,118,Kalimantan,153565,2570289,16.74,29.57,6079.86,1.17,0.024,0.8501,0.5,3
3/18/2021,Kalimantan Timur,329,11,384,Kalimantan,129067,3552191,27.52,92.62,17137.31,3.1,0.0236,0.8946,1.37,5.5
3/18/2021,Kalimantan Utara,29,1,29,Kalimantan,75468,648407,8.59,44.72,16367.81,1.54,0.0154,0.8414,0.42,1
3/18/2021,Kepulauan Bangka Belitung,59,4,63,Sumatera,16424,1379767,84.01,42.76,6021.31,2.9,0.0158,0.9021,1.18,
3/18/2021,Kepulauan Riau,8,1,18,Sumatera,8202,1929400,235.24,4.15,4625.27,0.52,0.0252,0.9558,0.22,1
3/18/2021,Lampung,37,8,61,Sumatera,34624,9095591,262.7,4.07,1475.99,0.88,0.053,0.9005,0.9,4
3/18/2021,Maluku,14,0,0,Maluku,46914,1847097,39.37,7.58,3905.59,0,0.0154,0.9181,3.5,1
3/18/2021,Maluku Utara,9,0,8,Maluku,31983,1307803,40.89,6.88,3240.55,0,0.0278,0.836,1,1
3/18/2021,Nusa Tenggara Barat,67,0,28,Nusa Tenggara,18572,5270247,283.77,12.71,1734.64,0,0.0374,0.7992,1.97,1
3/18/2021,Nusa Tenggara Timur,167,0,210,Nusa Tenggara,48718,5411321,111.07,30.86,2102.26,0,0.0267,0.78,0.76,0
3/18/2021,Papua,126,0,30,Papua,319036,4340348,13.6,29.03,4328.69,0,0.0128,0.5467,1.94,1
3/18/2021,Papua Barat,37,1,40,Papua,102955,1140701,11.08,32.44,7005.34,0.88,0.0163,0.9132,0.86,1
3/18/2021,Riau,108,1,56,Sumatera,87024,6074100,69.8,17.78,5449.2,0.16,0.0244,0.9402,1.32,1
3/18/2021,Sulawesi Barat,1,0,17,Sulawesi,16787,1559984,92.93,0.64,3421.83,0,0.0206,0.8803,0.33,1
3/18/2021,Sulawesi Selatan,146,5,225,Sulawesi,46717,9426885,201.78,15.49,6234.3,0.53,0.0153,0.9398,1.05,2.5
3/18/2021,Sulawesi Tengah,24,1,52,Sulawesi,61841,2955567,47.79,8.12,3625.7,0.34,0.0255,0.8537,0.96,1
3/18/2021,Sulawesi Tenggara,5,0,0,Sulawesi,38068,2635461,69.23,1.9,3859.29,0,0.02,0.936,0.42,1
3/18/2021,Sulawesi Utara,10,0,35,Sulawesi,13892,2641884,190.17,3.79,5766.34,0,0.0328,0.8061,1.11,0
3/18/2021,Sumatera Barat,105,0,91,Sumatera,42013,5519245,131.37,19.02,5529.74,0,0.022,0.9432,0.78,0
3/18/2021,Sumatera Selatan,39,2,37,Sumatera,91592,8217551,89.72,4.75,2042.21,0.24,0.0473,0.8718,0.87,0.29
3/18/2021,Sumatera Utara,87,1,85,Sumatera,72981,14874889,203.82,5.85,1769.49,0.07,0.0338,0.872,0.99,0.2
3/19/2021,Aceh,16,0,0,Sumatera,57956,5247257,90.54,3.05,1853.92,0,0.0399,0.821,1.6,1
3/19/2021,Bali,207,7,328,Nusa Tenggara,5780,4216171,729.43,49.1,8933.46,1.66,0.0279,0.9252,0.68,0.88
3/19/2021,Banten,325,5,80,Jawa,9663,10722374,1109.64,30.31,3185.4,0.47,0.0276,0.9733,1.11,1.25
3/19/2021,Bengkulu,20,1,20,Sumatera,19919,1999539,100.38,10,2616.6,0.5,0.0291,0.9253,2.5,1
3/19/2021,DKI Jakarta,1588,24,1174,Jawa,664,10846145,16334.31,146.41,33837,2.21,0.0168,0.9648,0.92,1.2
3/19/2021,Daerah Istimewa Yogyakarta,161,3,200,Jawa,3133,3631015,1158.9,44.34,8569.23,0.83,0.024,0.8179,0.63,0.5
3/19/2021,Gorontalo,3,0,12,Sulawesi,11257,1180651,104.88,2.54,4251.04,0,0.0281,0.9374,0.09,1
3/19/2021,Jambi,32,2,88,Sumatera,50058,3493357,69.79,9.16,1679.47,0.57,0.0141,0.8101,0.91,1
